"My family consists of Me, my husband and our three cats, Bella, Cupcake and Ribbon. Cupcake is a cat with manners and a sense of dignity. She even waits in line to eat and poops with one paw daintily held in the air, something I liken to holding your pinky up when sipping tea. (We are weird, I know.) SHE is the one who has decreed what litter we use, what food we serve and the how she takes her water. (I bought a fountain for Bella and Ribbon, but she refuses to drink out of anything by a clean stainless steel bowl filled with stagnant water.) Well, I am just as picky as Cupcake (which is why I love her.) I REALLY didn't want to keep using gravel litter, I was raised using the cheapest litter available, which sucks. A lot. Then when I moved out I switched to scoop-able litter, which is better but still pretty much the same. The worst is having the hard-to-sweep-up litter all over the floor which gets stuck to your feet and gets into the carpet and grout. UH! I couldn't use a top loading box because cupcake won't do her business in confined spaces, so hoods are out of the question. I couldn't get eco-friendly corn litter because Cupcake doesn't like the smell and refuses to use it and opts to do her business NEXT to the litter box. I couldn't get the expensive self flushing litter box because I live in an apartment, and I don't want to bother figuring out how to plug it into the sewage system, if I can at all. I couldn't toilet train my cats, because, although I got Ribbon and Bella to participate and could have completely taught them how to do their business in the toilet, CUPCAKE suddenly decided she felt indignant trying to learn the toilet and stopped. No matter how hard I tried to SLOWLY retrain her, she just stopped. SO! After all I've been through, this worked for everyone. The Tidy Cat Breeze: I am SOOOOO happy I don't have to scoop sloppy cat piss piles any more! All you do is take a couple of Grocery Bags, double bag it, toss the pee pad out! ONCE A WEEK! AWESOME! (I go straight to the dumpster, not the garbage in the apartment.) We scoop the litter pellets a couple times a day. My cats poo doesn't stink to much, but I have a Litter Genie where all that poo goes and it's out of sight out of mind. I do a complete switch once a month, where I throw away the pad and the pellets, break the system down, soak it in hot water and an enzyme cleaner. Snap it all together, put in a pad and more pellets, BACK IN BUSINESS! It's so easy and clean! It's seriously the next best thing to straight up toilet training and self flushing, and Cupcake uses it! YAY! I love this thing so much! As for any pellets kicked out of the box, sometimes I pick them up and toss them back into the box, sometimes I sweep them up, but nothing is ever stuck in the grout or left behind to step on! Health Concerns: My cats have NOT suffered any health issues from this box. Cupcake and Ribbon did have Tapeworm (which is my worst nightmare come to life, I hate parasitic worms. Or all worms. Or any slimy invertebrates. But mostly parasitic slimy invertebrates.) What I was told would clean the box is soaking it in vinegar, and of course changing their flee medication to something that actually works... and also getting an exterminator to the apartment to finish off any remaining flees. If your cat is practicing Geophagy (eating minerals, such as litter) TAKE THEM TO THE VET! They are most likely ill in some way. Either their diet isn't nutritious enough. (Not enough meat, which it should ALWAYS be mostly or completely meat based, cats aren't rabbits, they're little meat eaters. Deal.) OR they could be suffering from a serious illness such as cancer, diabetes or kidney disease. It is not healthy for your cat to be ingesting its own litter ever, although the litter isn't toxic, it's not supposed to be food and your cat knows it. It is a sign of a potentially serious problem, or it could be a reasonably easy problem to fix, once you figure it out. I got Ribbon and Bella a water fountain because running water helps stimulate most cats to drink more water more often. It can help cut down on health problems in the future, and promote good kidney health to stay hydrated. Making sure your cats are hydrated and feeding them a nutrient rich diet is an important part of potty health. If your cats poo isn't a good consistency you can try feeding your cat canned mashed pumpkin straight from the grocery store. It will give them added fiber and they will consider it a treat. Cupcake, the Queen, loves it, and it did help with her bowel movements when she was having trouble. You could also try switching them to a better cat food, dry or wet. If your cat isn't having bowel movements that agree with this litter box, make sure they are completely healthy, because it's designed for healthy bowel movements.",30,0.5084745762711864
"I was looking for a litter scoop with smaller holes so I could clean out the very small pieces that come from when I have to scrape the bottom of the box where the pee has gotten stuck. This has VERY small holes, actually a little too small as it takes forever for the litter to fall through and that is with lots of shaking. This cannot be used as the primary scoop as it would take far too long to clean the box but if you are looking for very small holes for say, sand, it would work well. It is very sturdy with no bend to it at all so it should hold up if I ever do use it.",3,0.42857142857142855
"I purchased the green. It is highly visible and works as described. Charges quickly (the USB charging is easy and a great idea!) , and seems good quality. Although the clasp is fairly heavy duty it is still plastic, so when taking my dog for a walk I use this collar in addition to his regular collar, which is combination flat collar/choker. I attach his leash to his regular collar and use the LED collar strictly as a visibility aid. I'm glad for the extra security this time of year as the days are rapidly getting shorter and darker. I would definitely recommend this product. I'm considering looking at their leash as well. I wish everyone walking at night would use some kind of reflective gear or clothing or light to make themselves more visible. Same goes for their dogs. It's hard for drivers to see dark clothing at night, especially when it's rainy. In summary, I'm very happy with this purchase, and assuming it will continue to function well and last a long time, will continue to be happy.",13,1.0
Carrying case. Our cat weighs 25 pounds and this carrier holds him comfortably. Very portable. Love it!,1,0.25
"Product arrived in great shape - my B&G Macaw loves it - plenty of room for toys and the feeder bowls are perfect for feeding without removing her from the cage - but watch out, she can slip out the feeder door if you don't close it!",3,3.0
Makes for great doggie dental floss but no fun to help in its removal once they've attempted to digest it.,3,3.0
Top notch lids with a perfect spoon too. The lids seal real good which is needed. The spoon is great for mashing the food down and adding meds and mixing real well.,4,1.3333333333333333
Cute and easy to keep clean. This size is great for a medium sized dog.,3,1.5
Dogs loved it,1,1.0
I absolutely love this tower. It went together easily and is very sturdy. You get what you pay for. It far exceeds the $97 tower I also have. I have ordered extra shelves so I can make an upper level and will still have the double lower level which is plenty of room for my foster kittens. Cons: The wheels are a joke. They look really nice but the wheel is too small for the locking mechanism and the design of it catches in the loops of the rug and pull it out as you try to roll it. If the wheels were large so the locking mechanism didn't drag the ground I would have no negatives.,4,0.3333333333333333
my dog with sensitive stomach handles this food just fine.i went through several diff. foods before i found this.a vet. recommended this.she is a finicky eater and use to have to add can food now she its dry.i was charged shipping when i wasn't because order was over $35.00,0,0.0
"I bought a lavender leash to match with the lavender collar I bought my three month old puppy. I also bought a black leash for my sister and her puppy (both the puppies are the same breed and age) BUT not this one. I bought it at petsmart, and I got to say, I prefer this one. My teething puppy loves to chew, and she especially chews on her leash. I've owned it for a little over a month and it still has no rip, whereas the one I bought for my sister and her puppy, it has torn (and my puppy is more of a chewer!)",1,0.1
"The product is a nice treat for the dog, who seems to enjoy the flavor a lot as he gobbles up the treat rapidly and wants more! The package arrived in good time and in good condition. Thank you very much for this product and good delivery.",7,2.3333333333333335
The crate worked great for our cat. It is well constructed and easy to travel with it's fold down feature.,3,1.5
"I have a picky shihitzu that actually eats this and with no problems whatsoever, big relief",1,1.0
"The door itself is made of a durable plastic with the outside part having some weather stripping for a more secure fit. The flaps are a flexible plastic that form a good seal so wind does not enter the house (even during an Arizona haboob). Installation would have been quite easy had I not gone through the wall and used the extension kit. Cutting through the wall was no problem. The extension kit only comes with one sety of long bolts. When assembling the door and extension the bolts ended up being to long, the soft (cheap) bolt head became stripped trying to undo the too long bolts and needed to be cut. No hardware store carried the proper size bolt so I had to improvise with a threaded rod (major pain). What would have been an hour or so installation ended up being four hours with trips to the hardware store and all. Bottom line, the dog door is great, the extension kit/extension installation is poor.",5,0.5
"#1 - Him: My nearly 10 year old, 80 lb. Boxer LOVES his new Kuranda bed!! He has always loved laying around in the backyard, now he can enjoy it in cool comfort. #2 - Me: Easy to clean. Easy to move. Light weight. Easy to assemble. Sturdy. Simple design. Looks good. Indoor/Outdoor. Comfortable (yes, I tried it out). & I was really happy to find the legs come off easily for even more compact storage! The only thing I disliked was the price. I thought it was perhaps too high for what is essentially a piece of canvas stretched between a couple pieces of PVC...but my arthritic dog LOVES this bed -- so it's well worth it. I only wish I had purchased one of these when he was younger, it might have eased the wear and tear on his joints. (Also, all of the younger fosters sharing our home love these beds too! Northern Plains Boxer Rescue had 2 (large) Kuranda beds donated, which fit the 50-60 lb dogs just fine, but were a little small for my dog. He loved these beds so much it inspired me to buy a larger one for him!)",17,0.7727272727272727
Great for my dogs' allergies,0,0.0
"This is an excellent product for a cat's immune system. It was a miracle worker for two senior cats that I had when they incurred some health issues.. The first few times I used it, my veterinarian prescribed it (quite pricey through them). I am ordering it again to have on hand.",4,0.8
"My cat loves this little toy. I hear her playing with it all the time. I wasn't completely certain that she would like it since she does not like other noise making toys that beep loudly, jingle or make crinkling sounds. But the soft mouse-like squeak this one makes is just perfect. She also prefers small toys that are easy to pick up, toss in the air and bat around. This little squirrel is just perfect for her.",8,1.3333333333333333
Awesome,0,0.0
"My bunny was making such a mess with her poop! All over her cage and on the ground surrounding her cage but ever since I bought her this, her cage AND my house have been poop mess free!!!! Keeps all her mess contained and away from her fur/ feet. For a bunny (even a small one) you need the XL size!",1,0.2
"My two furkids love this stuff. It is a once-a-day treat that makes them happy beasts. But more importantly, it was the lowest cost I could find anywhere.",4,1.3333333333333333
"I was told by my vet to try this product. I have two male cats that were having a peeing contest in my home. After using this product for one week, I was amazed at the results. I actually have harmony in my home. Feliway Diffuser really works. I had tried the spray bottle Feliway several years ago, I never saw visible results, so was skeptical. The diffuser seems to constantly calm my kitties. Faith",3,0.3333333333333333
Great healthy dog food!,1,1.0
This toy keeps her busy for minutes at a time... It folds up nicely so can be taken with when we go camping and I also rotate her toys so it's nice that it can be folded and put away in a small space.,2,0.5
"One of my dogs, a Russel Terrier mix, is a very, very aggressive chewer and this is lasting him a very long time. (About two months already!) I'm very happy with my purchase and he seems very happy, too, as he plays with it every single day.",3,1.0
Great product,0,0.0
"I have not used this in the recommended way and have still been very pleased. Instructions say to soak the soiled area, then cover with a saturated towel overnight. I have used this as the formula in my steamcleaner and as soon as my dog has an accident, I run the machine over the area. I have not noticed any scent of urine. Very pleased and would buy again",2,0.4
Dogs love this!,1,1.0
I have the small red version for pets ~5-7 lbs! I've been waiting for months to try to get this item! I've searched endlessly through the web as well to get the 14lb version! if anyone has any other suggestions on where to get one please let me know! :),3,0.6
Its cat litter what's there to say.,0,0.0
My cat loves this turkey.,1,1.0
Our dog chews through everything!!! But not this!! Has lasted longer than anything we've ever gotten and still looks brand new!,0,0.0
"Cat Kong Hugga / B0018MXYW0 I think I must have picky cats - they fuss a lot for attention, like they are bored, but whenever they get a new toy, they play with it obsessively for the first ten minutes and then never touch it again. It's frustrating, but I thought that maybe the quality of the toys were the problem, and I tossed down for several nice Kong toys, remember how much the puppy had liked them. I like the Wubba because it seems like a really sturdy toy, though I think I like the Hugga version just a little bit more so because it's a lot softer and more like ""small prey"". The Hugga does seem to get dirty a lot faster - the Wubba is very dirt resistant, but the fuzzy Wubba not so much. The only problem is, my cats don't play with the Hugga OR the Wubba as often as I'd hoped - they seem to prefer the&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/KONG-Naturals-Crinkle-Ball-with-Feathers/dp/B0018MXX3K/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">KONG Naturals Crinkle Ball with Feathers</a>&nbsp;more - maybe they are more ""bird cats"" than ""mousers"", I don't know. At any rate, I wouldn't let the fact that my cats didn't much go for the Hugga or the Wubba put you off - like I said, my cats are very picky and weird about toys. I do think these are very well made and worth looking into as a good cat toy. ~ Ana Mardoll",13,1.1818181818181819
"This is my cat's favorite toy (the mouse attached to the wand). She hasn't been interested in the non-wand toys in the box. She only likes toys that are interactive with humans. I have never seen her go crazy over a toy like this one, and I buy a lot of toys for her. (No, she's not spoiled or anything. :) No toy is indestructible, especially with a cat's sharp claws and teeth. The smooth wooden wand feels good in the hand. It has a hole drilled near the top. The cord came loose but it was easy to thread back in through the hole and tie it. She thinks the mouse is real and once in awhile, she chomps down and tries to drag it away. I found out the hard way that this puts too much stress on the cord where it attaches to the mouse. It didn't break but it stretched enough to make it unreliable. It was easy to sew back in place. It is not a design flaw, it was my operator error in pulling too hard to get the mouse back. Now I just gently detach the mouse from paw or jaw. Overall, I'm very impressed with these toys. The box is beautiful, the toys are high-quality and would also make nice gifts.",13,0.7647058823529411
"I LOVE the Chicken Soup for dogs and puppies so I figured I'd love this for my cats. I'm not sure the quality is as great but it's almost up there with the dogs. Who knows, maybe I'm wrong and I need to look at ingrediants again? At any rate it's really good food - MEAT IS TOP INGREDIANT (CHICKEN) and the senior version has hairball control. I'd like to see the regular offer the hairball control also but right now it doesn't. I have multiple cats and they all love it!",6,0.6
I love this product because it gives the extra nutrients dogs need. My dog loves the flavor and has had no problem eating it with her food. I have noticed improvement in her skin and coat. I definitely recommend it!,5,1.25
"I like how light it is, and the smell, but going to try one more before making a final decision.",1,1.0
Does the job Great price!,0,0.0
My dogs favorite. Used to get them at Costco but as so often happens they are no longer stocking them. Price is little higher here but my dog was pleased to know they were still available.,2,0.5
I love this bag! It's perfect for my 2lb Chi. baby. My other baby is a 6 lb Yorkie and he fits into it too. If your baby weighs more then 5lbs I'd get the next size up. Very nice great material. Love love this bag. I also wanted to say I had a problem not receiving my package (duels to shippiing issue) and the seller sent me another one with no issues or problems! Great seller! THANKYOU so much.,5,0.5555555555555556
"My Golden, Sam, loses his 12yo MIND for this stuff, I give it as a treat for good-outdoor-days (3yrs) as I am a believer in Dry food (also Newmans, also loves[Senior, presently NOT available, snif])",2,0.6666666666666666
"I have two small dogs. About 12 lbs each and they love these Ethical Skinneeez toys. All of them. One of my dogs likes to fetch primarily and enjoys meticulously extracting each squeaky from the toy. So the more squeakers the better! My other dog likes to play by tugging on things and likes to make the toy squeak so these are his favorites. Even after the toys have grown silent and tattered he will continue to play with them. They last longer than I tend to keep them since at some point I will purchase another so I can hear the playful noise of the squeak. If they had these on Amazon subscription it would order them that way. They are well made, durable and their not being stuffed is awesome.",12,1.0
Works well on my smaller tank and convinced me to buy a larger (different brand) one for my 55 gallon. A nice light for the price.,3,1.5
We have two lab mix dogs that are 70lbs each and have been ordering TOTW Bison from Amazon for over a year (that's a lot of dog food!). Prior to that we purchased Blue Buffalo and TOTW at the pet store. Our dogs never noticed a difference between the pet store & Amazon bags (and neither did I). They happily ate both. I was extra happy to pay a few dollars less AND have the bag conveniently show up at my front door - lugging heavy bags of dog food home from the pet store is for suckers! One of our dogs has terrible wheat/grain allergies and this food works perfectly for her. She's not itchy at all. Both have shiny coats and healthy digestion. The only thing I'd add is that it doesn't seem to be as stable at high temps as other dog food. Once we ordered 2 bags & stored one in the hot garage for a month. The color was off and It didn't smell quite right so we learned an expensive lesson.,5,0.4166666666666667
"My water here smells like bleach and my fish i cant afford 30 gal of bottled water, sooo. Anyway- this was easy to use because it gives instructions using the cap instead of counting out drop by drop. I like it and my fish didn't die. PS don't put too much because it affects how much O2 the water can hold.",3,0.5
"I have two giant dogs, I've tried all types of brushes this is the hands down best yet. It's the perfect combination between a brush ,rake and a ferminator. I almost created a 3rd dog from the amount of undercoat this thing takes out. One of the best things I've bought in awhile.",4,1.0
"Excellent and well made dog food. Easy to feed, my dog loves it.. Recommend it highly.",2,1.0
Nice quality sweater,0,0.0
"One of the better leashes. Both others, and they just didn't work right, but this one did.",1,0.5
My pups love this Kong!,1,1.0
This is the only harness my houdini dog cannot escape from.,0,0.0
This is a great accessory for any dog family. Just stock up on tennis balls cause this think chucks them far. Whats nice is you can use anykind of tennis ball not just the chuck it brand ones.,2,0.5
"Definitely helps make the kitties eat a bit slower but once they get to the bottom, they complain for me to fill it instead of eating the rest of the food.",1,0.5
Love that these are fewer calories and fewer dollars than Greenies! My dog loves them and they have the VOHC seal on them.,1,0.5
"My cat loves catnip, but goes absolutely crazy for this stuff. The included small toy (which I didn't even realize was inside) kept him busy for days, attacking, throwing, chasing, and pouncing. He ate some of it too (probably not a good thing). Very fair price for the quantity",3,0.75
"Probably the highest quality ""wee"" pads I've purchased for my puppers. They're a lot less prone to be torn up by my mischievous puppers, likely because the different layers aren't separating. They have good odor-blocking capacity and are quite absorbent, though I spritz them with an attractant spray since the puppers don't seem to be automatically drawn the them.",2,0.6666666666666666
"Pros: - Natural rather than all artificial coloring, which is why some people avoid the Fruitblend - Healthy, good pellet and readily available - The dried veggies are good and healthy, make life easier, and appeal to picky eaters who are woefully short on vegetables - Most birds seem to find these tasty - Smells appealing, and looks nice (although this is mostly appealing to the owner, not the parrot) Cons: - Don't come in as many sizes - Parrots that pick and choose may throw out the expensive dried veggies - The veggies are too hard for smaller birds to eat",5,1.25
"I bought her several balls and this was by far her favorite. She brought it up on the bed last night and wouldn't stop playing. She even did not ask for her 30 mn. body rub, which is a nightly ritual. She settled for 5 minutes. But I still didn't get to sleep sooner because she kept pushing the ball into me as she was trying to get at the inner ball. I could hear her panting quickly, doggie laugh style, which she usually only does when she's playing with other dogs! She's never made that sound when she's playing with a toy. I'm so glad I got it.",3,0.3333333333333333
"great product! Bought 4 for each of my dogs, this product is a must have for when you board dogs or travel!",0,0.0
"great product, fast shipping",0,0.0
best collar ive used. both my dogs look fantastic in them. variations in speed. great fit. doesnt choke them. clips on and comes off easily to wash. the reason you should buy this is the charging time and the battery life between charges. i charged mine for about four hours before using it. on the highest blink setting it didn't begin to dim until about midnight. i turned it on around 3 pm. that is stellar! i received a discount for honest review. this really is a great collar!,6,0.46153846153846156
Love this food. I have a large boned yellow Lab who was 120 pounds and having knee problems. I switched her to this food and have been able to get her down to 100 pounds and keep her there and she loves it too.,1,0.25
I purchased these for my Affenpinscher that weighs about 6 lbs. They are the perfect size. The holder prevents him from spilling his water.,1,0.3333333333333333
Fit the handle perfectly. Works same as originals.,1,0.5
"These are the best pads on the market. They are larger & more absorbent than all others. Great for puppy training but , we also used them for two elderly small breed dogs who were left home alone all day. Leaving 2 pads down in the bathroom allowed them relief when we were gone 12 hours without any messy ""overflow or accidents to come home to.",2,0.4
"Bought this as a present for my grandmother and although she had some confusion setting it up, she is very pleased. Seems to be good quality.",2,1.0
"Got product on a timely basis. Correct product, too.",0,0.0
Seems to work well on our chinese crested hairless.,1,1.0
My dogs love these.,1,1.0
"The dispensers work fine, the number of bags for the price is great, but the bag are slightly more flimsy than the ones I've been using. Might just use these for hiking & camping. Just don't be too careless with how you handle the bags. :)",2,0.4
"My puppy wasn't pooping very well when we first got him, and this seems to be helping. It has no smell and seems to have no taste, as it doesn't seem to deter him from eating. You only need a little bit on the food, so the container will last a full year.",2,0.6666666666666666
"Maybe not the best thing for your fish, but they eat it. They're fishthey oughta be grateful.",2,1.0
"Bought this light to go with the Flexi-leash. It does add some weight to the leash, but you can remove the light and replace with a cover that is included in the package. The light is attached by a large velcro ring. To remove the light, you just pull it off and use the plastic cover in its place.",0,0.0
"Excellent quality! We have 3 small terriers who like to jump in the front seat - you can attach the cover to the back of the front seat which makes it more difficult (not impossible, these are terriers after all) for them to make a break for it. The materials are very high quality and we received our order promptly. Highly recommend!",2,0.5
I love these kool collars. I bought extra tubes so I could always keep a cold one for my dogs. I have one boxer that does not do well in heat at all. These are great!! They keep him cool. I just make sure they don't stay on too long and heat back up.,5,0.7142857142857143
I was surprised at how big the bottle was. I appreciate having a safe natural spray to use to keep my pets away from certain things. Worked perfectly!,5,1.6666666666666667
"So far these have been good, I ordered 3 for all my dogs. The key ring link is not ideal for permanent use but I knew that going in it would have to be changed out to something more stable. I've used them for about 3 weeks and they've held up really well. I've even washed them in the washer along with the collars and they came out nice.",5,1.0
My puppy loves this ball she gets lost chasing it and I love it,2,1.0
Mini poodles with sensitive stomachs love this mixed in their dry food.,1,1.0
all hikari products are top shelf in my opinion,0,0.0
This is the secret to crystal clear water. Just buy it!,1,0.5
Love these. We use them while hiking or spending the day at the lake.,0,0.0
"This is such a great cage accessory! It can be stretched out longer or bunched up shorter to fit different height cages. Not much of a springy toy, the wire inside is fairly stiff, but the birds love walking up the spiral and that is quite entertaining to watch. They also love the little bell that dangles at the bottom. No shredded threads yet. The only big down fall to this is cleaning, it's cotton so bird poo likes to stick, it will eventually become completely stained up. Maybe at that point I will try putting it in the clothes washer and giving it ago!",7,0.7777777777777778
Great product to stop boot scoot,0,0.0
So far they are all charged.,0,0.0
ok,0,0.0
Good my dogs love it a lot.,1,1.0
"didnt work that good in the turtle tank, fish tank it works better.",2,2.0
"The one that came to me was a burnt orange color; good for hiding dirt from going outside. Haha. Puppy loves it, and loves that he can squeak the squeaker so easily.",4,1.3333333333333333
"Really enjoy using these clippers on my big dog. The included file is awesome to have on hand, and the nail clipper doesn't cause a pulling/pressure feel on the dog.",3,1.5
I give my two cats Petromalt twice a week. It works well to cut down the instances of hair balls. This is a good buy and shipment was quick.,2,0.6666666666666666
Very nice product - I like it... our puppy Golden Retriever seems to like it. Comfortable recommending it!,3,0.75
"This is such a great product -- My cat loved it the first night but only to play with the toy under the S curve... She has never used it as a scratching post but loves to sit on it! Haha! I would recommend to anyone though, the product is wonderful, just have to figure out how to get my cat to use it....",6,1.5
"After being told by my new husband that his 11 year old Yorkie ""Would not wear it"", I ordered it and she has worn it twice today-not a problem. The size chart worked out fine - made ordering easy.",1,0.5
A lot cheaper than buying individual filters,0,0.0
My 11lbs aussiepoo fit perfectly in the size small and he loves it ...,3,1.5
"These things simply rock! Have gone through a few of them with my dogs, they love them. Purchased them as gifts for others dogs, they love them. Where other chew toys get lost and forgotten, these dinosaurs have some kind of magic in them, the dogs keep coming back to them over and over. They do wear after time and will need to be replaced, but I have 70+lb strong chewers and they last a very long time. Even so, the pricing is awesome so you don't feel bad about buying more... One BIG drawback that I've heard from multiple people. Don't step on them when its dark!! Ouch!!",5,0.5555555555555556
"We love these bags and have bought them through Amazon several times. They offer an unscented version, but I like the Lavender-Scented. We have 5 dogs and always carry a few bags for our walks around the neighborhood. They're very easy to use, both in the house and out!",3,0.75
Nice big thick bully sticks. My fur babies love these fgeyret.t,1,0.5
"This is a standard leash with a good functioning clip at the end. It would be a little heavy for a small dog, but is great for medium to large dogs, and extends 50 feet.",2,1.0
"I love it - my old, nearly blind miniature dachshund...not so much. She very quickly rubbed her face so hard on the floor that she broke the decorative rim. It is still functional, just not as cute. It stayed on very well and I may order anotherpair and supervise her a bit closer when she is wearing them. She is about 17 pounds and they fit well.",5,1.0
Love the smell. So far so good!,1,0.5
Bought this for a sick cat that wouldn't eat much. This sprinkled on food really gets the cat interested in eating! I keep it on hand for emergencies when cat is sick because a cat not eating for more than one day is dangerous.,2,0.6666666666666666
"This poncho is absolutely adorable on my 7-lb. toy poodle. What's more, unlike many polyester-fluff filled dog jackets, which stick up in the back or else fly up in the back when its windy and let the cold air in, this poncho sits evenly on my dog's fur and does not fly up in the wind. This poncho has got to be a lot warmer than those synthetic jackets. As with real human ponchos, there is an inside lining which is black. I'm only going to spot clean mine because I'd be concerned the colors might run. However, I scotchguarded mine and it seems like dirt is easy to brush off. Highly recommend. Update: It is now February 2018 and my dog's poncho is holding up beautifully. I haven't needed to wash it. Maybe it's the Scotchguard but it just doesn't seem to get dirty.",7,0.5
the crinkle sounds make my cats wild - they just love me rustling the balls then throwing them! great value as well. i definitely buy these again.,5,1.25
My favorite training tool!,1,1.0
"Warning: go 1-2 sizes larger than you think you need, the fit is very small. The actual harness works great, is well-made, and very cute, but our <8 pound Pomeranian is slightly too big for a Small, and needed a Medium! If you can try it out at a store in person first, do that. Otherwise, make sure you buy from a seller with no-hassle returns, like Amazon.",6,1.5
Like it a lot does the job and much cheaper than others I looked at.,0,0.0
Works great with my machine and I have 7 cats so this stuff has its work cut out for it.,1,0.5
"Great Product, Perfect Seller A+",0,0.0
My German Shepherd loves this toy. He goes crazy for squeakers and this toy gave him unlimited enjoyment. I would have given it 5 stars if the plush portion was sturdier but I do not expect these kind of toys to last very long with a large breed dog. After 2 months of of rough fun it is time to say goodbye to his old one and get a new one.,4,0.6666666666666666
Ok,0,0.0
"I purchased the Large 10x19 single flap door Oct 24, 2013, I had purchased one of the cheaper plastic trim doors in the past and it didn't last (plastic trim cracked and fell apart). I installed my new Pacific Endura Flap door in a metal garage entry door. Installation was easy, they give you a template to cut the square hole, I used a reciprocating saw to cut the hole which was no problem. Door fit perfect & looks nice. This door is very well made. The metal frame & plastic door flap are robust and made to last. The flap has a strong magnet to hold closure and is double walled for insulation. I have two medium sized dogs, Blue Heelers; they are constantly in & out. Do not waste your money on the cheaper plastic trim doors. Although this door is a little expensive it is well worth it...great purchase!",9,0.8181818181818182
This is absolutey the best cat toy ever!!! Ellie is constantly sitting inside and playing. Back n forth thru the tunnel ,1,0.3333333333333333
I have used this particular shampoo for years with great results,1,1.0
"These are the same as similar ones, same contents and chemicals for less money.",0,0.0
Like ice cream for the chickens. They love it!,1,0.5
love it,0,0.0
"An excellent food recommend by the breeder and the vet. My dog loves it. His coat, skin and energy are excellent. We use it one heaping tablespoon at a time to wet and supplement our dry food.",5,1.25
Works great. No issues so far.,1,0.5
All arrived healthy and alive! Very pleased with the transaction.,3,1.5
"This coat is very nice except for the lack of one feature. There was no opening in the back between the shoulders for the leach to hook to the halter. I had to take it to an alterations shop and pay to have a large buttonhole put in it so that I could hook my dog to his leash. Once that was done, he has been able to wear it comfortably. The lining is warm and should be very comfortable during the winter months. If you don't use a halter on your dog, then this would be a 5 star coat. If you use a halter as I do, then it has to be a 4 star coat because of the lack of ability to hook to the halter.",4,0.5714285714285714
"Bought this toy for my Golden when he was 7 months old, it was a lot of fun for him while it lasted, maybe one month.",1,1.0
"A little wobbly, my boys like to jump from one to the next (I bought 2 different styles forms a manufacturer/seller) but they haven't tipped over. They love them both!",2,0.6666666666666666
fits perfect around the neck and chest as listed. very soft and durable material. I will buy another size for my other dog.,1,0.3333333333333333
"Snazzy and regal looking. This is different than those ""strappy"" harnesses... it also looks like an article of clothing! Many people think he has on a vest when they see it on him. The're fabric rolled over the edges and sewn, and it's full shape makes it where it pulls his FULL body, not just around his neck. I don't feel bad when I'm trying to make him realize it's time to go!!! :) I am on here looking to purchase different colors.",2,0.2857142857142857
